,Dongxiang,POS,ORIGIN,Chinese,English
7841,ho,Noun,Dongxiang,呼吸,Breathing
7842,ho,Noun,Dongxiang,呼吸的气流,Respiration
7843,ho,Noun,Dongxiang,呼吸的气流,Respiration
7844,ho,Noun,Dongxiang,巢,Nest
7845,ho,Noun,Dongxiang,巢,Nest
7847,ho,Noun,Dongxiang,窝,Nest
7848,ho,Noun,Dongxiang,窝,Nest
7850,ho bagvada,Verb,Dongxiang,冒热气,Steam
7851,ho bagvada,Verb,Dongxiang,热气腾腾,Steaming
7852,ho bagvada,Verb,Dongxiang,蒸发,Evaporation
7853,ho biyi,Verb,Chinese,屏气,Hold-breath
7854,ho biyi,Verb,Chinese,呼吸困难,Dyspnea
7855,ho daru,Verb,Dongxiang,压住气,Suppress
7856,ho daru,Verb,Dongxiang,压住气,Suppress
7857,ho daru,Verb,Dongxiang,控制脾气,Temperance
7858,ho daru,Verb,Dongxiang,控制脾气,Temperance
7859,ho gie,Verb,Dongxiang,筑巢,Nest-building
7860,ho khigva,Verb,Dongxiang,出气,Vent
7861,ho khigva,Verb,Dongxiang,发泄脾气,Vent
7862,ho khigva,Verb,Dongxiang,发泄脾气,Vent
7863,ho khigva,Verb,Dongxiang,弄死,Kill
7864,ho khirei,Verb,Dongxiang,气绝,Asphyxiate
7865,ho khirei,Verb,Dongxiang,身亡,Deceased
7866,ho khirei,Verb,Dongxiang,冒气,Fume
7867,ho khirei,Verb,Dongxiang,出气,Vent
7868,ho maoyi,Verb,Chinese,冒气,Fume
7869,ho okho,Adjective,Dongxiang,气短,Breathless
7870,ho pixie,Verb,Dongxiang,喘气,Pant
7871,ho pixie,Verb,Dongxiang,喘粗气,Pant
7872,ho sira,Verb,Dongxiang,断气,Suffocate
7873,ho uyi,Verb,Chinese,捂气,Smother
7874,ho xiyi,Verb,Chinese,吸气,Inhale
7875,ho yawu,Verb,Dongxiang,呼气,Exhale
7876,ho yawu,Verb,Dongxiang,呼吸,Breathe
7877,hochanzi,Noun,Chinese,火铲,Fire Shovel
7878,hochanzi,Noun,Chinese,火铲,Fire Shovel
7879,hoche,Noun,Chinese,火车,Train
7880,hoche,Noun,Chinese,火车,Train
7882,hochu,Noun,Chinese,火钩,Firehook
7883,hochu,Noun,Chinese,火钩,Firehook
7884,hochu,Noun,Chinese,火杵,Fire-Pestle
7885,hochu,Noun,Dongxiang,锥子,Cone
7886,hochu,Noun,Dongxiang,锥子,Cone
7887,hochugie,Verb,Chinese,豁出去,Venture
7888,hochuda,Verb,Chinese,用火钩打,Brand
7889,hochulie,Verb,Chinese,用锥子脱玉米粒,Shucking
7890,hodou,Noun,Dongxiang,蛆,Maggot
7891,hodou,Noun,Dongxiang,蛆,Maggot
7892,hodou khirei,Verb,Dongxiang,生出蛆虫,Maggotize
7893,hodoulie,Verb,Dongxiang,生蛆,Maggotize
7894,hodun,Noun,Dongxiang,羽毛,Feather
7895,hodun,Noun,Dongxiang,羽毛,Feather
7896,hodun,Noun,Dongxiang,羽毛,Feather
7897,hodun,Noun,Dongxiang,翎毛,Plume
7898,hodun,Noun,Dongxiang,翎毛,Plume
7899,hodun,Noun,Dongxiang,翎毛,Plume
7900,hodun,Noun,Dongxiang,星星,Star
7901,hodun,Noun,Dongxiang,星星,Star
7902,hodun,Noun,Dongxiang,星星,Star
7903,hodun una,Verb,Dongxiang,"星体陨落,从高空掉下",Meteorfall
7904,hoduntu,Adjective,Dongxiang,有羽毛的,Feathered
7905,hofan,Adjective,Chinese,灵活,Flexible
7906,hofan,Adjective,Chinese,灵活,Flexible
7907,hofan,Adjective,Chinese,合适,Suitable
7908,hofan,Adjective,Chinese,合适,Suitable
7909,hofan,Adjective,Chinese,般配,Compatible
7910,hofan,Adjective,Chinese,般配,Compatible
7911,hofudan,Noun,Persian,宵礼拜,Vespers
7913,hofudan fujie,Verb,Persian,做宵礼拜,Vespers
7914,hofudan gie,Verb,Persian,做宵礼拜,Vespertine
7915,hofudan gie,Verb,Persian,做宵礼拜,Vespertine
7916,hofudanchi,Noun,Persian,做宵礼拜的人,Nightowl
7917,hofudanchi,Noun,Persian,做宵礼拜的人,Nightowl
7918,hofudanchi,Noun,Persian,做宵礼拜的人,Nightowl
7919,hoga,Noun,Dongxiang,褐子,Brown
7920,hoga,Noun,Dongxiang,褐子,Brown
7921,hoga gonzhelie,Noun,Dongxiang,褐被,Browncoat
7922,hoga gonzhelie,Noun,Dongxiang,褐被,Browncoat
7923,hoga jien,Noun,Dongxiang,褐衣,Browncoat
7924,hoga jien,Noun,Dongxiang,褐衣,Browncoat
7925,hoga jien,Noun,Dongxiang,褐衣,Browncoat
7926,hoga nokie,Verb,Dongxiang,织褐,Weave
7927,hogachi,Noun,Dongxiang,织褐匠,Weaver
7928,hogachi,Noun,Dongxiang,织褐匠,Weaver
7929,hogashen,Noun,Dongxiang,褐衫,Brownshirt
7930,hogashen,Noun,Dongxiang,褐衫,Brownshirt
7931,hogashen,Noun,Dongxiang,褐衫,Brownshirt
7932,hogonzi,Noun,Chinese,火罐,Cupping
7933,hogonzibayi,Verb,Chinese,拔火罐,Cupping
7934,hoho,Noun,Chinese,豁口,Gap
7936,hoho,Noun,Chinese,缺口,Gap
7937,hoho,Noun,Chinese,裂唇,Cleftlip
7938,hoho,Noun,Chinese,盒子,Box
7939,hoho,Noun,Chinese,盒子,Box
7941,hoho kaiyi,Verb,Chinese,出现缺口,Gap
7942,hohodou,Noun,Dongxiang,田鼠,Vole
7943,hohodou,Noun,Dongxiang,田鼠,Vole
7944,hohodou,Noun,Dongxiang,田鼠,Vole
7945,hohodou,Noun,Dongxiang,鼹鼠,Mole
7946,hohodou,Noun,Dongxiang,鼹鼠,Mole
7947,hohodou,Noun,Dongxiang,啮齿类动物,Rodent
7948,hohodou,Noun,Dongxiang,啮齿类动物,Rodent
7949,hohodou,Noun,Dongxiang,啮齿类动物,Rodent
7950,hohotu,Adjective,Chinese,有缺口的,Chipped
7951,hohotu,Adjective,Dongxiang,有盒子的,Boxed
7952,hohotu,Adjective,Dongxiang,带盒子的,Boxed
7953,hohotu,Adjective,Dongxiang,有包装盒的,Boxed
7954,hoji,Noun,Chinese,伙计,Buddy
7955,hoji,Noun,Chinese,伙计,Buddy
7956,hoji,Pronoun,Chinese,我,I
7957,hoji,Pronoun,Chinese,我,I
7958,hoji sao,Verb,Chinese,当长工,Apprentice
7959,hoji sao,Verb,Chinese,当长工,Apprentice
7960,hoji sao,Verb,Chinese,做佣人,Servitude
7961,hoji sao,Verb,Chinese,做佣人,Servitude
7962,hojila,Verb,Chinese,当长工,Apprentice
7963,hojila,Verb,Chinese,当长工,Apprentice
7964,hojila,Verb,Chinese,做佣人,Servitude
7965,hojila,Verb,Chinese,做佣人,Servitude
7966,holiao,Noun,Dongxiang,爱捣乱的人,Troublemaker
7967,holiao,Noun,Dongxiang,爱捣乱的人,Troublemaker
7968,holiao,Noun,Dongxiang,坐立不安的人,Restless
7969,holiao,Noun,Dongxiang,坐立不安的人,Restless
7970,holiao,Noun,Dongxiang,坐立不安的人,Restless
7971,holiaorei,Noun,Dongxiang,风风火火的人,Impetuous
7972,holiaorei,Noun,Dongxiang,风风火火的人,Impetuous
7973,holiaorei,Noun,Dongxiang,风风火火的人,Impetuous
7974,holiaorei,Noun,Dongxiang,爱倒腾的人,Tinkerer
7975,holiaorei,Noun,Dongxiang,爱倒腾的人,Tinkerer
7976,holiaorei,Noun,Dongxiang,调皮的小孩,Impish
7977,holiaorei,Noun,Dongxiang,调皮的小孩,Impish
7978,holiaorei,Noun,Dongxiang,调皮的小孩,Impish
7980,holo,Noun,Dongxiang,平地中的坑洼处,Depression
7981,holo,Noun,Dongxiang,平地中的坑洼处,Depression
7983,holu,Verb,Dongxiang,跑,Run
7984,holu,Verb,Dongxiang,逃跑,Escape
7985,holu,Verb,Dongxiang,为某事奔波,Hustle
7986,holu,Verb,Dongxiang,流动,Flow
7987,holu,Verb,Dongxiang,流淌,Flow
7988,holu dondorei,Verb,Dongxiang,飞快地跑,Sprint
7989,holudan,Noun,Dongxiang,马的走法,Knight's move
7990,holudan,Noun,Dongxiang,马的走法,Knight's move
7991,holugva,Verb,Dongxiang,使跑起来,Galvanize
7992,holugva,Verb,Dongxiang,让逃,Permit
7993,holugva,Verb,Dongxiang,放跑,Release
7994,holugva,Verb,Dongxiang,烫金,Foil-stamping
7995,holugva,Verb,Dongxiang,烫金,Foil-stamping
7996,holugva,Verb,Dongxiang,镀,Plate
7997,holugva,Verb,Dongxiang,砌砖方法,Bricklaying
7998,hon,Noun,Dongxiang,年,Year
7999,hon,Noun,Dongxiang,年,Year
8000,hon,Noun,Dongxiang,年,Year
8001,hon bara,Verb,Dongxiang,年终,Year-end
8002,hon barawude,Noun,Dongxiang,年末,Year-end
8004,hon dawa,Verb,Dongxiang,跨过新年,Overstep
8005,hon dawa,Verb,Dongxiang,庆祝过年,Celebrate
8006,hon fura,Verb,Dongxiang,跨过新年,Overstep
8007,hon fura,Verb,Dongxiang,庆祝过年,Celebrate
8008,hon oro,Verb,Dongxiang,进入新的一年,Transition
8009,hon qierun,Noun,Dongxiang,年初,Year-start
8010,hon qierun,Noun,Dongxiang,年初,Year-start
8011,hon qierun,Noun,Dongxiang,年初,Year-start
8012,hon turo,Noun,Dongxiang,年内,Within-year
8013,hon turo,Noun,Dongxiang,年内,Within-year
8014,honbin,Noun,Chinese,炭疽病,Anthrax
8015,honbin,Noun,Chinese,炭疽病,Anthrax
8016,honbin khirei,Verb,Chinese,患炭疽病,Anthrax-infected
8017,honbin khirei,Verb,Chinese,患炭疽病,Anthrax-infected
8018,hondazi,Noun,Dongxiang,黄蜂,Hornet
8019,hondazi,Noun,Dongxiang,黄蜂,Hornet
8020,hondazi,Noun,Dongxiang,马蜂,Wasp
8021,hondazi,Noun,Dongxiang,马蜂,Wasp
8022,hondazi,Noun,Dongxiang,马蜂,Wasp
8023,honfiin kai,Noun,Chinese,狂风,Gale
8024,honfiin kai,Noun,Chinese,狂风,Gale
8025,hongu niannian,Noun,Chinese,公主,Princess
8026,hongu niannian,Noun,Chinese,公主,Princess
8027,hongu niannian,Noun,Chinese,公主,Princess
8028,hongua,Noun,Chinese,黄瓜,Cucumber
8029,hongua,Noun,Chinese,黄瓜,Cucumber
8030,hongua,Noun,Chinese,黄瓜,Cucumber
8031,honho moron,Noun,Chinese,黄河,Yellow River
8032,honho moron,Noun,Chinese,黄河,Yellow River
8034,honhou,Noun,Chinese,皇后,Queen
8035,honhou,Noun,Chinese,皇后,Queen
8036,honhou,Noun,Chinese,皇后,Queen
8037,honji,Verb,Chinese,偿还,Repay
8038,honji,Verb,Chinese,偿还,Repay
8039,honji,Verb,Chinese,回报,Return
8040,honji,Verb,Chinese,回报,Return
8041,honji,Verb,Chinese,慌张,Panic
8042,honji,Verb,Chinese,着急,Anxious
8043,honji,Noun,Chinese,皇帝,Emperor
8044,honji,Noun,Chinese,皇帝,Emperor
8045,honjin,Noun,Chinese,黄锈病,Rust
8046,honjin,Noun,Chinese,黄锈病,Rust
8047,honjin bayi,Verb,Chinese,被黄锈病蛀蚀,Rust-infested
8048,honjin bayi,Verb,Chinese,被黄锈病蛀蚀,Rust-infested
8049,honjin sao,Verb,Chinese,得黄锈病,Rust-infected
8050,honjin sao,Verb,Chinese,得黄锈病,Rust-infected
8051,honjin sao,Verb,Chinese,发生黄锈病,Rustify
8052,honjiu,Noun,Chinese,黄酒,Rice-wine
8053,honjiu,Noun,Chinese,黄酒,Rice-wine
8054,honlo,Verb,Dongxiang,生气,Angry
8055,honlobu,Noun,Chinese,胡萝卜,Carrot
8056,honlobu,Noun,Chinese,胡萝卜,Carrot
8057,honmao,Noun,Chinese,黄毛,Fledgling
8058,honmao,Noun,Chinese,黄毛,Fledgling
8059,honmao,Noun,Chinese,黄毛,Fledgling
8060,honmao,Noun,Chinese,乳毛,Lanugo
8061,honmao,Noun,Chinese,乳毛,Lanugo
8062,honmao,Noun,Chinese,乳毛,Lanugo
8063,honmao,Noun,Chinese,汗毛,Hair
8064,honmao,Noun,Chinese,汗毛,Hair
8065,honmao,Noun,Chinese,汗毛,Hair
8066,honnien,Noun,Chinese,荒年,Famine
8067,honnien,Noun,Chinese,荒年,Famine
8068,honnien,Noun,Chinese,灾年,Disaster
8069,honnien,Noun,Chinese,灾年,Disaster
8070,honshan,Noun,Chinese,皇上,Emperor
8071,honshan,Noun,Chinese,皇上,Emperor
8072,honshan,Noun,Chinese,皇帝,Emperor
8073,honshan,Noun,Chinese,皇帝,Emperor
8074,honshan,Noun,Chinese,皇帝,Emperor
8075,honshanni anei,Noun,Chinese,皇太后,Empress Dowager
8076,honshanni anei,Noun,Chinese,皇太后,Empress Dowager
8077,honshanni anei,Noun,Chinese,皇太后,Empress Dowager
8078,honshanni anei,Noun,Chinese,皇母,Empress Dowager
8079,honshanni anei,Noun,Chinese,皇母,Empress Dowager
8080,honshanni anei,Noun,Chinese,王母,QueenMother
8081,honshanni anei,Noun,Chinese,王母,QueenMother
8082,honshui,Noun,Chinese,化脓后流出的水,Pus
8083,honshui,Noun,Chinese,化脓后流出的水,Pus
8084,honshuichon,Noun,Chinese,黄水疮,Jaundice
8085,honshuichon,Noun,Chinese,黄水疮,Jaundice
8086,hontaizi,Noun,Chinese,皇太子,Crown Prince
8087,hontaizi,Noun,Chinese,皇太子,Crown Prince
8088,hontan gie,Verb,Chinese,心慌,Panic
8089,hontan gie,Verb,Chinese,热得慌,Overheated
8090,hontan gie,Verb,Chinese,闷得慌,Stifled
8091,hontun,Noun,Chinese,黄铜,Brass
8092,hontun,Noun,Chinese,黄铜,Brass
8093,hontun,Noun,Chinese,黄铜,Brass
8094,honyen,Noun,Chinese,烟草,Tobacco
8095,honyen,Noun,Chinese,烟草,Tobacco
8096,honyen,Noun,Chinese,烟草,Tobacco
8097,honyen banzi,Noun,Chinese,自卷烟,Hand-rolled-cigarette
8098,honyen banzi,Noun,Chinese,自卷烟,Hand-rolled-cigarette
8099,honyou,Noun,Chinese,黄油,Butter
8100,hopin,Adjective,Chinese,和平,Peaceful
8101,hopin,Adjective,Chinese,和平,Peaceful
8102,hopinshi,Verb,Dongxiang,变和平,Transform
8103,hoqi,Adjective,Chinese,温和,Mild
8104,hoqi,Adjective,Chinese,温和,Mild
8105,hoqi,Noun,Chinese,怒气,Anger
8106,hoqi,Noun,Chinese,怒气,Anger
8107,hoqi,Noun,Chinese,别扭,Awkwardness
8108,hoqi,Noun,Chinese,火气,Temper
8109,hoqi,Noun,Chinese,火气,Temper
8110,hoqi gie,Verb,Chinese,生气,Angry
8111,hoqi gie,Verb,Chinese,闹别扭,Quarrel
8112,hoqi gie,Verb,Chinese,恼怒,Annoy
8113,hoqien,Noun,Chinese,杂面,Mixed-noodles
8114,hoqien,Noun,Chinese,杂面,Mixed-noodles
8115,hoqienzi,Noun,Chinese,火钳,Tongs
8116,hoqishi,Verb,Chinese,变得和气,Mellow
8117,horo,Verb,Dongxiang,缠绕,Entwine
8118,horo,Verb,Dongxiang,缠绕,Entwine
8119,horo,Verb,Dongxiang,卷,Roll
8120,horolo,Verb,Dongxiang,水烧开前发出响声,Simmer
8121,hoshan,Noun,Chinese,和尚,Monk
8122,hoshan,Noun,Chinese,和尚,Monk
8123,hoshan,Noun,Chinese,和尚,Monk
8124,Hoshi tashi,Noun,"Chinese, Turkic",打火石,Flint
8125,Hoshi tashi,Noun,"Chinese, Turkic",打火石,Flint
8126,hoshune olu,Verb,Persian,请多包涵,Tolerate
8127,hosulie,Verb,Dongxiang,化脓,Suppurate
8128,hosun,Noun,Dongxiang,脓,Pus
8129,hosun khirei,Verb,Dongxiang,脓液流出,Discharge
8130,hotao,Adjective,Chinese,灵活,Flexible
8131,hotao,Adjective,Chinese,灵活,Flexible
8132,hoto,Verb,Dongxiang,生气,Angry
8133,hoto,Verb,Dongxiang,闹别扭,Quarrel
8134,hou,Noun,Chinese,猴子,Monkey
8135,hou,Noun,Chinese,猴子,Monkey
8136,houhou,Noun,Dongxiang,哮喘病,Asthma
8137,houhou,Noun,Dongxiang,哮喘病,Asthma
8138,houhoura,Verb,Dongxiang,嗓子变哑,Husky
8139,houhoura,Verb,Dongxiang,得了哮喘病,Asthmatized
8140,houhuigie,Verb,Chinese,后悔,Regret
8141,houkan,Noun,Chinese,懊悔,Regret
8142,houkan,Noun,Chinese,后悔,Regret
8143,houkan,Noun,Chinese,令人懊悔的事,Regret
8144,houkan,Noun,Chinese,令人懊悔的事,Regret
8145,houkan gie,Verb,Chinese,后悔,Regret
8146,houkan gie,Verb,Chinese,懊悔,Regret
8147,houkan khizhe,Verb,Chinese,出现懊悔的事,Regret
8148,houkan khizhe,Verb,Chinese,产生心病,Develop
8149,houmiin yawu,Verb,Chinese,走后门,Nepotism
8150,hou nien,Noun,Chinese,后年,Year-after-next
8151,hou nien,Noun,Chinese,后年,Year-after-next
8152,hou nien,Noun,Chinese,后年,Year-after-next
8153,howoer,Noun,Dongxiang,动物,Animal
8154,howoer,Noun,Dongxiang,动物,Animal
8155,howoer,Noun,Dongxiang,生物,Biology
8156,howoer,Noun,Dongxiang,生物,Biology
8157,hoye,Noun,Chinese,火药,Gunpowder
8158,hoye,Noun,Chinese,火药,Gunpowder
8159,hoyi,Verb,Dongxiang,卖,Sell
8160,hoyi,Verb,Dongxiang,出售,Sell
8161,hoyi,Verb,Chinese,揉和,Knead
8162,hoyi,Verb,Chinese,搀和,Blend
8163,hoyi,Verb,Chinese,混合,Blend
8164,hoyigva,Verb,Chinese,搀和在一起,Mix
8165,hoyigva,Verb,Chinese,混合到一块,Blend
8166,hozhe,Noun,Persian,祈求仪式,Invocation
8167,hozhe,Noun,Persian,祈求仪式,Invocation
8168,hozhe onshi,Verb,Persian,举行祈求仪式,Pray
8169,hozhe tashi,Noun,"Persian, Turkic",在祈求仪式中使用的石子,RitualStone
8170,hozhe tashi,Noun,"Persian, Turkic",在祈求仪式中使用的石子,RitualStone
8171,hozoshe,Noun,Chinese,合作社,Cooperative
8172,hozoshe,Noun,Chinese,合作社,Cooperative
8173,hu,Noun,Chinese,壶,Pot
8174,hu,Noun,Chinese,壶,Pot
8176,hu,Adverb,Chinese,胡说地,Nonsensically
8177,hu,Adverb,Chinese,胡来地,Haphazardly
8178,hua,Adjective,Chinese,鲜艳的,Vibrant
8179,hua huaji,Adverb,Chinese,花花地,Flamboyantly
8180,hua huaji,Adverb,Dongxiang,分散地,Scatteredly
8181,hua huaji,Adverb,Dongxiang,散开地,Scatteredly
8182,huabanzi,Noun,Chinese,扳手,Wrench
8183,huabanzi,Noun,Chinese,扳子,Wrench
8184,huabanzida,Verb,Chinese,用扳手拧,Wrenching
8185,huabanzida,Verb,Dongxiang,用扳手打,Wrenching
8186,huacha,Noun,Chinese,花茶,Herbaltea
8187,huacha,Noun,Chinese,花茶,Herbaltea
8188,huahua,Adjective,Chinese,花色,Floral
8189,huahuabai,Noun,Chinese,未按照规定礼拜,Noncompliance
8190,huahuajie,Verb,Dongxiang,一闪一闪,Twinkle
8191,huahuajie,Verb,Dongxiang,闪耀,Shine
8192,huahuani,Adjective,Chinese,花的,Floral
8193,huahuani,Adjective,Chinese,多种颜色的,Multicolored
8194,huahuashi,Verb,Chinese,嫌花了,Dislike
8195,huahuashi,Verb,Chinese,嫌花了,Dislike
8196,huahuashi,Verb,Chinese,变花,Transform
8197,huahuazi,Noun,Chinese,冒出的火星,Spark
8198,huahuazi,Noun,Chinese,冒出的火星,Spark
8199,huahuazi,Noun,Chinese,闪耀的光,Radiance
8200,huahuazi,Noun,Chinese,闪耀的光,Radiance
8201,huahuazi,Noun,Chinese,梅花扳手,Wrench
8202,huahuazi raoyi,Verb,Dongxiang,动作非常快,Sprint
8203,huahuazi raoyi,Verb,Dongxiang,耍花招,Trickery
8204,huai,Noun,Dongxiang,火炕,Kang
8205,huai,Noun,Dongxiang,火炕,Kang
8207,huai,Adjective,Chinese,横着的,Horizontal
8208,huai,Adjective,Chinese,横着的,Horizontal
8209,huai,Adjective,Chinese,坏的,Bad
8210,huai,Adjective,Chinese,坏的,Bad
8211,huai chighei,Verb,Dongxiang,烧炕,Stoking
8212,huai daru,Verb,Dongxiang,封炕灶里的火,Stoking
8213,huai egvi,Verb,Dongxiang,打炕,Kang-striking
8214,huai egvi,Verb,Dongxiang,拆炕,Dismantle
8215,huai khireigva,Verb,Dongxiang,退炕灰,Deash
8219,huai nokien,Noun,Dongxiang,炕灶,Kang-Stove
8221,huai pazi,Noun,Dongxiang,锨,Spade
8223,huaida,Verb,Chinese,横,Cross
8224,huaida,Verb,Chinese,变横,Tilt
8225,huaida,Verb,Chinese,变坏,Deteriorate
8226,huailie,Verb,Dongxiang,在炕上坐,Squatting
8227,huailie,Verb,Dongxiang,在炕上躺,Lounge
8228,huailie,Verb,Dongxiang,用热炕烘焙,Heat-treat
8229,huailu,Verb,Chinese,损坏,Damage
8230,huailu,Verb,Chinese,损坏,Damage
8231,huailu,Verb,Chinese,败坏,Corrupt
8232,huailu,Verb,Chinese,败坏,Corrupt
8233,huailu,Verb,Chinese,变质,Deteriorate
8234,huailugva,Verb,Dongxiang,弄坏,Damage
8235,huaimacha,Adverb,Dongxiang,横地,Horizontally
8236,huaimacha,Adverb,Dongxiang,斜地,Slope
8237,huaimacha,Adverb,Dongxiang,邪说,Heresy
8238,huaimacha,Adverb,Dongxiang,胡作非为,Recklessly
8239,huaimacha,Adverb,Dongxiang,横行霸道,Tyrannical
8240,huaiqi,Verb,Dongxiang,横扫,Sweep
8241,huaiqi,Verb,Dongxiang,横扫,Sweep
8242,huaiqi,Verb,Dongxiang,弄翻,Overturn
8243,huaiqi,Verb,Dongxiang,挥霍,Squander
8244,huaiqi,Verb,Dongxiang,挥霍,Squander
8245,huaishu mutun,Noun,Chinese,槐树,Locust
8246,huaishu mutun,Noun,Chinese,槐树,Locust
8247,huaishu mutun,Noun,Chinese,槐树,Locust
8248,huaishun,Noun,Chinese,纵横,Matrix
8249,huaishun,Noun,Chinese,纵横,Matrix
8250,huaishun,Noun,Chinese,横竖,Regardless
8251,huaishun,Adverb,Dongxiang,无论怎么样都,Regardless
8252,huajian,Noun,Chinese,画匠,Painter
8253,huajian,Noun,Chinese,画匠,Painter
8254,huajian,Noun,Chinese,画匠,Painter
8255,huajiao,Noun,Chinese,花椒,SichuanPepper
8256,huajiao,Noun,Chinese,花椒,SichuanPepper
8257,huala,Noun,Dongxiang,片儿,Slice
8258,huala,Noun,Dongxiang,片儿,Slice
8259,huala,Noun,Dongxiang,块儿,Piece
8260,huala,Noun,Dongxiang,块儿,Piece
8261,huala,Noun,Dongxiang,一部分,Portion
8262,huala,Noun,Dongxiang,一部分,Portion
8263,huala,Noun,Dongxiang,一部分,Portion
8264,hualanda,Verb,Dongxiang,火焰旺盛,Blazing
8265,huamu mutun,Noun,Chinese,桦木,Birch
8266,huamu mutun,Noun,Chinese,桦木,Birch
8267,huamu mutun,Noun,Chinese,桦木,Birch
8268,huamu mutun,Noun,Chinese,桦树,Birch
8269,huamu mutun,Noun,Chinese,桦树,Birch
8270,huamu mutun,Noun,Chinese,桦树,Birch
8271,huara huaraji,Adverb,Dongxiang,一闪一闪地,Twinklingly
8272,huarala,Verb,Dongxiang,闪光,Glisten
8273,huarala,Verb,Dongxiang,闪耀,Shine
8274,huare,Noun,Dongxiang,花言巧语之人,Flatterer
8275,huare,Noun,Dongxiang,花言巧语之人,Flatterer
8276,huashin,Noun,Chinese,花生,Peanut
8277,huashin,Noun,Chinese,花生,Peanut
8278,huayen gie,Verb,Chinese,化验,Test
8279,huayi,Verb,Chinese,画,Paint
8280,huayi,Verb,Chinese,画,Paint
8281,huayi,Verb,Chinese,划开,Slice
8282,huazi,Noun,Chinese,花招,Trick
8283,huazi,Noun,Chinese,花招,Trick
8284,huazi,Noun,Chinese,花纹,Pattern
8285,huazi,Noun,Chinese,花纹,Pattern
8286,huazi,Noun,Chinese,花纹,Pattern
8287,huazi raoyi,Verb,Chinese,耍花招,Trickery
8288,huazi taoyi,Verb,Chinese,雕刻花纹,Engrave
8289,huchibelai,Adjective,Dongxiang,胡作非为,Reckless
8290,huchibelai,Adjective,Dongxiang,胡搅蛮缠,Obstreperous
8291,huchibelai,Adjective,Dongxiang,胡搅蛮缠,Obstreperous
8292,huachibelai,Noun,Dongxiang,胡作非为者,Miscreant
8293,huachibelai,Noun,Dongxiang,胡作非为者,Miscreant
8294,huachibelai,Noun,Dongxiang,胡搅蛮缠者,Nuisance
8295,huachibelai,Noun,Dongxiang,胡搅蛮缠者,Nuisance
8296,huchibelai gie,Verb,Dongxiang,胡作非为,Misbehave
8297,huchibelai gie,Verb,Dongxiang,胡搅蛮缠,Pester
8298,huda,Noun,Persian,真主,Allah
8299,huda,Noun,Persian,真主,Allah
8300,hudu,Verb,Dongxiang,缝补,Mend
8301,hudu,Adjective,Chinese,糊涂,Confused
8302,hudu,Adverb,Dongxiang,特别,Especially
8303,hudu,Adverb,Dongxiang,很,Very
8304,hudube,Noun,Arabic,呼图白,Hutubai
8305,hudube,Noun,Arabic,呼图白,Hutubai
8306,hudube onshi,Verb,Arabic,宣读“呼图白”,Proclaim
8307,hudube teiya,Noun,Arabic,宣读“呼图白”者使用的手杖,Crosier
8308,hudube teiya,Noun,Arabic,宣读“呼图白”者使用的手杖,Crosier
8309,hudube teiya,Noun,Arabic,引申为权力,Authority
8310,hudulie,Verb,Dongxiang,摆动,Swing
8311,hudulie,Verb,Dongxiang,颤动,Tremble
8312,hudulie,Verb,Dongxiang,蠕动,Squirm
8313,hudura,Verb,Chinese,昏迷,Coma
8314,hudura,Verb,Chinese,糊涂,Confuse
8315,hudura,Verb,Chinese,糊涂,Confuse
8316,huhu,Noun,Chinese,果核,Pit
8317,huhu,Noun,Chinese,果核,Pit
8318,huhuzi,Noun,Chinese,喝茶或调醋用的壶,Pitcher
8319,huhuzi,Noun,Chinese,喝茶或调醋用的壶,Pitcher
8320,hui,Numeral,Chinese,回,Times
8321,hui,Numeral,Chinese,回,Times
8322,hui,Numeral,Chinese,次,Secondary
8323,hui,Noun,Chinese,集会,Rally
8324,hui,Noun,Chinese,集会,Rally
8325,hui,Noun,Chinese,会议,Conference
8326,hui,Noun,Chinese,会议,Conference
8327,hui kaiyi,Verb,Chinese,开会,Convene
8328,huipun osun,Noun,Chinese,刺沙蓬,Tumbleweed
8329,huipun osun,Noun,Chinese,刺沙蓬,Tumbleweed
8330,huiya,Verb,Dongxiang,拴,Tie
8331,huiya,Verb,Dongxiang,绑住,Bind
8332,huiyala,Verb,Dongxiang,拴上,Tether
8333,huiyala,Verb,Dongxiang,拴住,Tether
8334,huizu,Noun,Chinese,回族,Hui
8335,huizu,Noun,Chinese,回族,Hui
8336,huizu,Noun,Chinese,回族,Hui
8337,huizui,Noun,Chinese,悔罪,Repentance
